,Lesezeichen,Arbeitsvorgang,AVO-Kurztext,AVO-Langtext,Vorgänge,Teile pro Vorgang,VD-Wert,VD-Kurztext,label,Lfd.Nr.,Beschreibung,Langcode,Kurzcode,tg,A,H,T,n (Wert),tg*n
43,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,3,2. Kabelbinder aufnehmen und an Luftleitelement platzieren,M-SMD.1,M-SMD.1,0.033,1.0,1.0,1,1.0,0.033
44,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,4,2. Kabelbinder durchschieben,M-EVB.2,M-EVB.2,0.006,2.0,1.0,1,2.0,0.012
45,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,5,Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1,M-GKH.2,M-GKH.2,0.027,1.0,1.0,1,1.0,0.027
46,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,6,und um die Spurstange wickeln,,,0.0,1.0,1.0,1,1.0,0.0
47,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,7,Kabelbinder durchschieben,M-GKJ.2,M-GKJ.2,0.006,1.0,1.0,1,1.0,0.006
48,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,8,Kabelbinderende in Kabelbinderschloß einfügen,M-NSHE.2,M-NSHE.2,0.024,1.0,1.0,1,1.0,0.024
49,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,9,Kabelbinder 1 schliessen,M-CHB.2,M-CHB.2,0.012,1.0,1.0,1,1.0,0.012
50,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,10,Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2,LO-AAS,LO-AAS,0.027,1.0,1.0,1,1.0,0.027
51,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,11,und um die Spurstange wickeln,,,0.0,1.0,1.0,1,1.0,0.0
52,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,12,Kabelbinder durchschieben,M-EDA.3,M-EDA.3,0.006,1.0,1.0,1,1.0,0.006
53,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,13,Kabelbinderende in Kabelbinderschloß einfügen,LO-WMIT,LO-WMIT,0.024,1.0,1.0,1,1.0,0.024
54,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,14,Kabelbinder 2 schliessen,3000AC1....5,AC1,0.012,1.0,1.0,1,1.0,0.012
55,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,15,Festzurrzange aufnehmen und ablegen.,LO-EBS,LO-EBS,0.024,1.0,1.0,1,1.0,0.024
56,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,16,Kabelbinder 1 mit Zange spannen und ablängen,M-EDC,M-EDC,0.045,1.0,1.0,1,1.0,0.045
57,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,17,zusatzliche 2 Folgebewegungen zum Spannen,3000HA3....5,HA3,0.006,2.0,1.0,1,2.0,0.012
58,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,18,Kabelbinder 2 mit Zange spannen und ablängen,M-CHB.2,M-CHB.2,0.045,1.0,1.0,1,1.0,0.045
59,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,19,zusatzliches 2 Folgebewegungen zum Spannen,LO-ZWI,LO-ZWI,0.006,2.0,1.0,1,2.0,0.012
60,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AC:8WK,8WK: 25022AC,Luftleitelement rechts Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,20,***PDM 8B3.615 Blatt 62-64,,,0.0,1.0,1.0,1,1.0,0.0
61,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D02/2403KV/4PZ25022/25022AD:8WK,8WK: 25022AD,Luftleitelement links Kabelbinder montieren,1. Kabelbinder aufnehmen und an Luftleitelement platzieren 1. Kabelbinder durchschieben 2. Kabelbinder aufnehmen und an Luftleitelement platzieren 2. Kabelbinder durchschieben Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 1 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 1 schliessen Kabelbinderende aufnehmen (Kabelbinder im LU) Kabelbinder 2 und um die Spurstange wickeln Kabelbinder durchschieben Kabelbinderende in Kabelbinderschloß einfügen Kabelbinder 2 schliessen Festzurrzange aufnehmen und ablegen. Kabelbinder 1 mit Zange spannen und ablängen zusatzliche 2 Folgebewegungen zum Spannen Kabelbinder 2 mit Zange spannen und ablängen zusatzliches 2 Folgebewegungen zum Spannen  ***PDM 8B3.615 Blatt 62-64  14.11.23 neue PZW eingetragen. Köhler 12.03.24 ZH angepasst. Köhler,1.0,1.0,4PZ25022,"Luftführung an Querlenker, Spurstange, Dämpferstelze",3.0,1,1. Kabelbinder aufnehmen und an Luftleitelement platzieren,LO-TAU,LO-TAU,0.033,1.0,1.0,1,1.0,0.033
